name,categories,all_reviews,developer,publisher,day,year,price,popu_tags,url
FOR HONOR™,"Single-player,Online PvP,Online Co-op,In-App Purchases",49327 62,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft,44,2017,14.99,MedievalActionSwordplayMultiplayerPvPFightingThird PersonWarCo-opGoreSingleplayerOnline Co-OpHack and SlashRealisticStrategyAtmosphericRPGFantasyMOBAStory Rich,https://store.steampowered.com/app/304390/FOR_HONOR/?snr=1_7_7_230_150_4
Iron Harvest,"Single-player,Online PvP,Online Co-op",2295 71,KING Art,Deep Silver,245,2020,49.99,StrategyRTSMechsAlternate HistoryBase BuildingWorld War IWarMultiplayerCo-opActionPvPSteampunkOnline Co-OpReal-TimeCompetitiveSingleplayerSci-fiCasualGrand StrategyGore,https://store.steampowered.com/app/826630/Iron_Harvest/?snr=1_7_7_230_150_4
House Flipper,"Single-player,Steam Cloud",27792 89,Empyrean,Frozen District,137,2018,19.99,SimulationBuildingSingleplayerRealisticDesign & IllustrationRelaxingFirst-PersonIndieCasualDestructionFamily FriendlySandboxEconomyManagementBase BuildingMultiplayerEducationStrategyMemesFunny,https://store.steampowered.com/app/613100/House_Flipper/?snr=1_7_7_230_150_4
Stellaris,"Single-player,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud",63111 85,Paradox Development Studio,Paradox Interactive,130,2016,39.99,SpaceGrand StrategySci-fiExploration4XStrategySandboxSimulationModdableReal-Time with PauseDiplomacySingleplayerMultiplayerFuturisticManagementProcedural GenerationGreat SoundtrackMilitaryAtmosphericReplay Value,https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_230_150_4
Planet Zoo,"Single-player,Steam Workshop,Steam Cloud",27933 88,Frontier Developments,Frontier Developments ,309,2019,44.99,ManagementSimulationBuildingNatureCity BuilderEconomySandboxFamily FriendlyGreat SoundtrackRealisticResource ManagementSingleplayerCuteStrategyFunnyRelaxingCasualOpen WorldHorsesAtmospheric,https://store.steampowered.com/app/703080/Planet_Zoo/?snr=1_7_7_230_150_4
Mount & Blade II: Bannerlord,"Single-player,Online PvP",106295 86,TaleWorlds Entertainment,TaleWorlds Entertainment,90,2020,49.99,MedievalStrategyOpen WorldRPGWarMultiplayerSandboxActionSingleplayerSimulationModdableAdventureCharacter CustomizationHorsesRealisticThird PersonFirst-PersonHistoricalGreat SoundtrackEarly Access,https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/?snr=1_7_7_230_150_4
Arma 3,"Single-player,Online PvP,LAN PvP,Online Co-op,LAN Co-op,Captions available,Steam Workshop,Steam Leaderboards,Includes level editor",123771 90,Bohemia Interactive,Bohemia Interactive,255,2013,Check store page,ActionMultiplayerMilitarySimulationShooterFirst-PersonRealisticOpen WorldTacticalFPSCo-opWarStrategySandboxModdableCombatOnline Co-OpSingleplayerTeam-BasedThird-Person Shooter,https://store.steampowered.com/app/107410/Arma_3/?snr=1_7_7_230_150_4
DOOM Eternal,"Single-player,Online PvP,Steam Cloud",67775 86,id Software,Bethesda Softworks,79,2020,59.99,ActionFPSGreat SoundtrackGoreDemonsViolentFast-PacedFirst-PersonShooterSingleplayerBloodMultiplayerSci-fiPost-apocalypticAtmosphericMatureStory RichAdventureHorrorDifficult,https://store.steampowered.com/app/782330/DOOM_Eternal/?snr=1_7_7_230_150_4
Command & Conquer™ Remastered Collection,"Single-player,Online PvP,Steam Workshop,Steam Cloud,Includes level editor",14191 90,"Petroglyph, Lemon Sky Studios",Electronic Arts,157,2020,19.99,StrategyRTSClassicBase BuildingGreat SoundtrackMultiplayer1990'sWarFMVSingleplayerLevel EditorReplay ValuePvPRemakeSoundtrackCinematicTanksIsometricGames WorkshopReal Time Tactics,https://store.steampowered.com/app/1213210/Command__Conquer_Remastered_Collection/?snr=1_7_7_230_150_4
The Witcher® 3: Wild Hunt,"Single-player,Steam Cloud",386212 98,CD PROJEKT RED,CD PROJEKT RED,138,2015,39.99,Open WorldRPGStory RichAtmosphericMatureFantasyAdventureSingleplayerChoices MatterNudityGreat SoundtrackThird PersonActionMedievalMultiple EndingsAction RPGDark FantasyMagicDarkSandbox,https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt/?snr=1_7_7_230_150_4
Garry's Mod,"Single-player,Online PvP,LAN PvP,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Captions available,Steam Workshop,Steam Cloud,Includes level editor",514204 96,Facepunch Studios,Valve,333,2006,9.99,SandboxMultiplayerFunnyModdableBuildingComedyCo-opModFirst-PersonSimulationPhysicsOnline Co-OpFPSSingleplayerActionShooterAnimation & ModelingIndieMassively MultiplayerAdventure,https://store.steampowered.com/app/4000/Garrys_Mod/?snr=1_7_7_230_150_4
Fall Guys: Collectors Pack,"MMO,Online PvP,Online Co-op,Cross-Platform Multiplayer,Downloadable Content",1108 59,Mediatonic,Devolver Digital,216,2020,10,Massively MultiplayerCasualActionSportsIndieBattle Royale,https://store.steampowered.com/app/1343612/Fall_Guys_Collectors_Pack/?snr=1_7_7_230_150_4
Holdfast: Nations At War,"Online PvP,Steam Workshop,Stats,Steam Leaderboards,Includes level editor",9829 88,Anvil Game Studios,Anvil Game Studios,65,2020,19.99,HistoricalMultiplayerWarStrategyActionMassively MultiplayerSimulationMilitaryNavalIndieThird-Person ShooterFPSTeam-BasedFirst-PersonTacticalNaval CombatModdableShooterThird PersonWargame,https://store.steampowered.com/app/589290/Holdfast_Nations_At_War/?snr=1_7_7_230_150_4
Control Ultimate Edition,"Single-player,Steam Cloud",5256 90,Remedy Entertainment,505 Games,240,2020,39.99,ActionAdventureFemale ProtagonistSupernaturalSci-fiThird PersonStory RichAtmosphericHorrorThird-Person ShooterSingleplayerSurrealPsychological HorrorMetroidvaniaViolentEpicShooterOpen WorldDifficultGreat Soundtrack,https://store.steampowered.com/app/870780/Control_Ultimate_Edition/?snr=1_7_7_230_150_4
Remnant: From the Ashes,"Single-player,Online Co-op,Steam Cloud",27562 84,Gunfire Games,Perfect World Entertainment,231,2019,39.99,Souls-likeActionRPGAdventureCo-opThird-Person ShooterMultiplayerOnline Co-OpPost-apocalypticSurvivalShooterDifficultSingleplayerLovecraftianViolentDark FantasyReplay ValueAtmosphericHorrorProcedural Generation,https://store.steampowered.com/app/617290/Remnant_From_the_Ashes/?snr=1_7_7_230_150_4
Conqueror's Blade,"MMO,Online PvP,Online Co-op,In-App Purchases",12746 72,Booming Games,MY.GAMES,150,2019,0,ActionFree to PlayMassively MultiplayerStrategyMedievalOpen WorldStrategy RPGMultiplayerWarSingleplayerCharacter CustomizationTacticalOnline Co-OpRTSFPSPvPAdventureCo-opSwordplayController,https://store.steampowered.com/app/905370/Conquerors_Blade/?snr=1_7_7_230_150_4
Lords Mobile,"MMO,Online PvP,Cross-Platform Multiplayer,In-App Purchases",2543 69,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,153,2019,0,Massively MultiplayerStrategyRPGFree to PlayPsychological HorrorMultiplayerCasualRTSMMORPGWarGoreNuditySurvival HorrorWalking SimulatorHentai,https://store.steampowered.com/app/1041320/Lords_Mobile/?snr=1_7_7_230_150_4
Kingdom Come: Deliverance,"Single-player,Steam Cloud",47146 79,Warhorse Studios,Warhorse Studios,44,2018,29.99,MedievalRPGOpen WorldRealisticSingleplayerHistoricalAdventureFirst-PersonStory RichSwordplayActionChoices MatterChoose Your Own AdventureNudityAtmosphericHorsesGreat SoundtrackKickstarterIndieCrowdfunded,https://store.steampowered.com/app/379430/Kingdom_Come_Deliverance/?snr=1_7_7_230_150_4
PAYDAY 2,"Single-player,Online Co-op,In-App Purchases,Steam Cloud",283240 87,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,225,2013,9.99,Co-opActionFPSHeistLooter ShooterOnline Co-OpStealthMultiplayerCrimeShooterTeam-BasedFirst-PersonGreat SoundtrackGun CustomizationTacticalPvEStrategySingleplayerSimulationFunny,https://store.steampowered.com/app/218620/PAYDAY_2/?snr=1_7_7_230_150_5
Total War: THREE KINGDOMS,"Single-player,Online PvP,LAN PvP,Online Co-op,LAN Co-op,Steam Cloud",41070 84,"CREATIVE ASSEMBLY, Feral Interactive",SEGA,143,2019,Check store page,StrategyHistoricalWarTurn-Based StrategyGrand StrategyRTSMilitaryTacticalMultiplayerSingleplayerReal Time TacticsActionGreat SoundtrackTurn-BasedCo-opSimulationViolentSandboxFantasyDestruction,https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_230_150_5
Hell Let Loose,Online PvP,16650 85,Black Matter Pty Ltd,Team17 Digital Ltd,157,2019,29.99,ActionShooterWorld War IIMultiplayerSimulationWarFPSStrategyRealisticFirst-PersonIndieSingleplayerViolentMilitaryGoreEarly AccessMassively MultiplayerTanksMatureHistorical,https://store.steampowered.com/app/686810/Hell_Let_Loose/?snr=1_7_7_230_150_5
GTFO,Online Co-op,13004 87,10 Chambers Collective,10 Chambers Collective,343,2019,34.99,Early AccessHorrorOnline Co-OpActionCo-opFPSMultiplayerSurvival HorrorGoreFirst-PersonShooterTeam-BasedDifficultViolentTacticalAtmosphericSurvivalPvEZombiesStealth,https://store.steampowered.com/app/493520/GTFO/?snr=1_7_7_230_150_5
Farming Simulator 19,"Single-player,Cross-Platform Multiplayer,Steam Cloud",26457 91,Giants Software,Focus Home Interactive,323,2018,19.99,SimulationFarming SimMultiplayerAgricultureRealisticDrivingOpen WorldSingleplayerAutomobile SimManagementModdableCo-opResource ManagementRelaxingFirst-PersonOnline Co-OpEconomyAtmosphericStrategyFamily Friendly,https://store.steampowered.com/app/787860/Farming_Simulator_19/?snr=1_7_7_230_150_5
Spyro™ Reignited Trilogy,"Single-player,Steam Cloud",5031 95,"Toys for Bob, Iron Galaxy",Activision,246,2019,39.99,Adventure3D PlatformerActionRemakeDragonsClassicFamily FriendlySingleplayerCutePlatformerColorfulFantasyCasualGreat SoundtrackCult ClassicCartoonyAtmosphericThird PersonFunnyCollectathon,https://store.steampowered.com/app/996580/Spyro_Reignited_Trilogy/?snr=1_7_7_230_150_5
Age of Empires II: Definitive Edition,"Single-player,Online PvP,LAN PvP,Cross-Platform Multiplayer,Steam Cloud,Includes level editor",51137 92,"Forgotten Empires, Tantalus Media, Wicked Witch",Xbox Game Studios,318,2019,19.99,StrategyRTSMultiplayerCity BuilderHistoricalSingleplayerBase BuildingMedievalClassicResource ManagementRemakeReal-TimeTacticalCo-opActionReplay Value2DIsometricAdventureGreat Soundtrack,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/?snr=1_7_7_230_150_5
BeamNG.drive,"Single-player,Steam Cloud,Includes level editor",42426 95,BeamNG,BeamNG,149,2015,24.99,SimulationDrivingDestructionPhysicsAutomobile SimRealisticRacingOpen WorldSandboxModdableSingleplayerEarly AccessFirst-PersonFunnyThird PersonMultiplayerActionAdventureCasualBeat 'em up,https://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_230_150_5
Wreckfest,"Single-player,Online PvP,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards",16267 83,Bugbear,THQ Nordic,165,2018,29.99,RacingAutomobile SimDestructionSimulationDrivingPhysicsMultiplayerActionIndieSportsSingleplayerRealisticEarly AccessFunnyArcadeSandboxOpen WorldThird PersonCo-opAtmospheric,https://store.steampowered.com/app/228380/Wreckfest/?snr=1_7_7_230_150_5
Hunt: Showdown,"Online PvP,Online Co-op,In-App Purchases,Steam Leaderboards",52580 81,Crytek,Crytek,239,2019,21.99,MultiplayerSurvivalHorrorOnline Co-OpFirst-PersonShooterZombiesWesternFPSActionPvPSurvival HorrorCo-opOpen WorldPerma DeathEarly AccessGoreViolentTeam-BasedBattle Royale,https://store.steampowered.com/app/594650/Hunt_Showdown/?snr=1_7_7_230_150_5
Squad,"Online PvP,Steam Workshop",44278 88,Offworld Industries,Offworld Industries,267,2020,49.99,MilitaryFPSRealisticMultiplayerTacticalShooterWarTeam-BasedActionFirst-PersonStrategySimulationOpen WorldEarly AccessCo-opMassively MultiplayerAtmosphericWalking SimulatorIndieRPG,https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_230_150_5
EVE Online,"MMO,Online PvP,Online Co-op",20070 76,CCP,CCP,126,2003,0,SpaceMassively MultiplayerSci-fiFree to PlayRPGSandboxMMORPGOpen WorldStrategyActionPvPMultiplayerEconomySpace SimSpaceshipsSimulationDifficultPvETacticalCapitalism,https://store.steampowered.com/app/8500/EVE_Online/?snr=1_7_7_230_150_5
FINAL FANTASY XIV: Shadowbringers,"Single-player,MMO,Online PvP,Online Co-op,Cross-Platform Multiplayer,Downloadable Content",580 87,Square Enix,Square Enix,183,2019,39.99,Massively MultiplayerRPGFantasyMMORPGGreat SoundtrackJRPGAnimeMultiplayerStory RichOpen World,https://store.steampowered.com/app/1016870/FINAL_FANTASY_XIV_Shadowbringers/?snr=1_7_7_230_150_5
Hearts of Iron IV,"Single-player,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud",74787 91,Paradox Development Studio,Paradox Interactive,158,2016,39.99,StrategyWorld War IIGrand StrategyHistoricalWarMilitaryAlternate HistoryMultiplayerSimulationTacticalReal-Time with PauseRTSSingleplayerDiplomacySandboxCo-opGreat SoundtrackOpen WorldActionCasual,https://store.steampowered.com/app/394360/Hearts_of_Iron_IV/?snr=1_7_7_230_150_5
Persona 4 Golden,"Single-player,Steam Cloud",26622 96,ATLUS,SEGA,165,2020,Check store page,JRPGGreat SoundtrackStory RichAnimeRPGTurn-Based CombatParty-Based RPGSingleplayerMysteryTurn-Based StrategyEmotionalMultiple EndingsDetectiveColorfulAdventureStrategyDating SimViolentSexual ContentVisual Novel,https://store.steampowered.com/app/1113000/Persona_4_Golden/?snr=1_7_7_230_150_5
Resident Evil 2,"Single-player,Steam Cloud",48260 97,CAPCOM Co.,CAPCOM Co.,24,2019,39.99,ZombiesSurvival HorrorHorrorRemakeSingleplayerThird PersonGoreActionAtmosphericViolentPuzzleStory RichClassicSurvivalDarkMultiplayerFemale ProtagonistAdventureDifficultShooter,https://store.steampowered.com/app/883710/Resident_Evil_2/?snr=1_7_7_230_150_5
DEATH STRANDING,"Single-player,Steam Cloud",16928 93,KOJIMA PRODUCTIONS,505 Games,196,2020,59.99,Walking SimulatorOpen WorldStory RichGreat SoundtrackAtmosphericCinematicPost-apocalypticInventory ManagementSci-fiThird PersonAdventureExplorationSingleplayerSurrealLore-RichPsychological HorrorStealthActionDarkSurvival,https://store.steampowered.com/app/1190460/DEATH_STRANDING/?snr=1_7_7_230_150_5
Insurgency: Sandstorm,"Online PvP,Online Co-op,Steam Cloud,Stats",44950 84,New World Interactive,Focus Home Interactive,346,2018,29.99,FPSRealisticShooterActionMultiplayerMilitaryTacticalFirst-PersonOnline Co-OpWarCo-opViolentGoreAtmosphericDifficultMassively MultiplayerSimulationOpen WorldIndieChoices Matter,https://store.steampowered.com/app/581320/Insurgency_Sandstorm/?snr=1_7_7_230_150_5
Subnautica,Single-player,129344 95,Unknown Worlds Entertainment,Unknown Worlds Entertainment,23,2018,24.99,Open World Survival CraftSurvivalOpen WorldExplorationUnderwaterCraftingBase BuildingSingleplayerHorrorAdventureFirst-PersonSci-fiSandboxAliensAtmosphericEarly AccessActionSurvival HorrorIndieMultiplayer,https://store.steampowered.com/app/264710/Subnautica/?snr=1_7_7_230_150_5
Spiritfarer®,"Single-player,Shared/Split Screen Co-op,Steam Cloud",3275 95,Thunder Lotus Games,Thunder Lotus Games,231,2020,29.99,BuildingManagementAdventureIndieEmotionalStory RichHand-drawnPlatformerFemale ProtagonistExplorationLocal Co-OpAtmosphericFunnyCo-opCraftingSimulationRelaxingFarming SimFishingCartoony,https://store.steampowered.com/app/972660/Spiritfarer/?snr=1_7_7_230_150_5
Assassin's Creed® Odyssey,"Single-player,Captions available,In-App Purchases",70587 88,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,278,2018,17.99,Open WorldRPGAssassinSingleplayerActionAdventureHistoricalStealthStory RichFemale ProtagonistParkourThird PersonSexual ContentChoices MatterViolentAtmosphericMultiplayerGreat SoundtrackNudityGore,https://store.steampowered.com/app/812140/Assassins_Creed_Odyssey/?snr=1_7_7_230_150_5
Dragon's Dogma: Dark Arisen,"Single-player,Steam Cloud,Steam Leaderboards",15829 89,Capcom,Capcom,15,2016,29.99,RPGOpen WorldCharacter CustomizationActionAdventureFantasySingleplayerAction RPGDragonsThird PersonDark FantasyMagicExplorationGreat SoundtrackAtmosphericStory RichDifficultJRPGMultiplayerHack and Slash,https://store.steampowered.com/app/367500/Dragons_Dogma_Dark_Arisen/?snr=1_7_7_230_150_6
Pathfinder: Kingmaker - Enhanced Plus Edition,"Single-player,Steam Cloud",14562 77,Owlcat Games,Deep Silver,268,2018,19.99,RPGFantasyParty-Based RPGCRPGIsometricCharacter CustomizationSingleplayerStory RichChoices MatterReal-Time with PauseAdventureDungeons & DragonsStrategySexual ContentMedievalGoreFemale ProtagonistNudityOpen WorldTurn-Based,https://store.steampowered.com/app/640820/Pathfinder_Kingmaker__Enhanced_Plus_Edition/?snr=1_7_7_230_150_6
Gunfire Reborn,"Single-player,Online Co-op,Steam Cloud",18727 93,Duoyi (Hong Kong) Interactive Entertainment Limited,Duoyi (Hong Kong) Interactive Entertainment Limited,143,2020,11.99,FPSRogueliteCo-opMultiplayerOnline Co-OpIndieRoguelikeEarly AccessAdventureActionRPGShooterAction RoguelikeLooter ShooterFirst-PersonDungeon CrawlerReplay ValueSingleplayerSouls-likeFast-Paced,https://store.steampowered.com/app/1217060/Gunfire_Reborn/?snr=1_7_7_230_150_6
Sekiro™: Shadows Die Twice,"Single-player,Steam Cloud",71751 93,FromSoftware,Activision (Excluding Japan and Asia),80,2019,59.99,Souls-likeDifficultActionSingleplayerNinjaStealthAdventureThird PersonAtmosphericStory RichViolentOpen WorldDark FantasyAssassinGreat SoundtrackHack and SlashGoreRPGDarkRhythm,https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice/?snr=1_7_7_230_150_6
Realm of the Mad God Exalt,"MMO,Online PvP,Online Co-op,Cross-Platform Multiplayer,Stats",36130 84,"Wild Shadow Studios, Deca Games",Deca Games,51,2012,0,Free to PlayMassively MultiplayerAction RoguelikePixel GraphicsRPGPerma DeathMultiplayerMMORPGBullet HellAction2DOpen WorldIndieRoguelikeDifficultAdventureCo-opSurvivalRetroFantasy,https://store.steampowered.com/app/200210/Realm_of_the_Mad_God_Exalt/?snr=1_7_7_230_150_6
theHunter: Call of the Wild™,"Single-player,Online Co-op,Steam Cloud",45102 84,Expansive Worlds,Expansive Worlds,47,2017,19.99,HuntingOpen WorldMultiplayerSimulationFirst-PersonShooterAdventureRealisticCo-opSurvivalActionFPSSingleplayerSportsWalking SimulatorAtmosphericOnline Co-OpCombatStrategyGore,https://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild/?snr=1_7_7_230_150_6
Paladins®,"Online PvP,In-App Purchases",280677 85,Evil Mojo Games,Hi-Rez Studios,128,2018,0,Hero ShooterFree to PlayMultiplayerFPSShooterActionTeam-BasedFirst-PersonPvPMOBAOnline Co-OpFantasyStrategyEarly AccessCo-opMassively MultiplayerFunnyAdventureSurvivalAnime,https://store.steampowered.com/app/444090/Paladins/?snr=1_7_7_230_150_6
Warhammer: Vermintide 2,"Single-player,Online Co-op",41915 79,Fatshark,Fatshark,67,2018,29.99,Co-opFirst-PersonHack and SlashOnline Co-OpGoreMultiplayerDark FantasyActionViolentFantasyPvEGames WorkshopAtmosphericFPSAction RPGSingleplayerIndieSurvivalAdventureOpen World,https://store.steampowered.com/app/552500/Warhammer_Vermintide_2/?snr=1_7_7_230_150_6
Don't Starve Together,"Single-player,Cross-Platform Multiplayer,Steam Workshop",133102 96,Klei Entertainment,Klei Entertainment,112,2016,14.99,SurvivalOpen World Survival CraftMultiplayerCo-opOpen WorldAdventureCraftingOnline Co-OpSandboxDifficultIndie2DFunnyAtmosphericSurvival HorrorStrategySingleplayerHorrorActionSimulation,https://store.steampowered.com/app/322330/Dont_Starve_Together/?snr=1_7_7_230_150_6
